"MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","YrSold","SaleType","SaleCondition"
20,"RL",90,13200,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,6,1958,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",187,"TA","TA","CBlock","TA","TA","No","LwQ",958,"Unf",0,437,1395,"GasA","Ex","Y","SBrkr",1570,0,1570,1,0,1,0,3,1,"TA",5,"Typ",1,"Attchd",1958,"RFn",2,441,"TA","TA","Y",490,0,0,5,2008,"WD","Normal"
70,"RM",60,7740,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,7,1910,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","TA","No","Unf",0,"Unf",0,622,622,"GasA","Gd","Y","SBrkr",741,622,1363,0,0,1,0,3,1,"TA",6,"Typ",0,"Detchd",1966,"Unf",2,528,"TA","TA","Y",0,0,0,6,2010,"WD","Normal"
20,"RL",105,13693,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",554,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1728,"BLQ",495,195,2418,"GasA","Ex","Y","SBrkr",2464,0,2464,1,0,2,1,4,1,"Ex",9,"Typ",1,"Attchd",2007,"Fin",3,650,"TA","TA","Y",358,78,0,8,2008,"WD","Normal"
50,"RM",52,6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","SBrkr",816,0,1176,0,0,1,0,3,1,"TA",6,"Typ",1,"Detchd",1985,"Unf",2,528,"TA","TA","Y",112,0,0,9,2006,"WD","Normal"
70,"RM",57,6876,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2Story",6,5,1927,1950,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","Fa","No","BLQ",522,"Unf",0,198,720,"GasA","Fa","Y","SBrkr",1146,784,1930,1,0,2,0,4,1,"TA",8,"Typ",0,"Attchd",1927,"Unf",1,316,"TA","TA","Y",0,0,213,8,2009,"WD","Normal"
20,"RL",50,5000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",3,3,1946,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"Fa","Fa","CBlock","Fa","Fa","No","LwQ",299,"Unf",0,367,666,"GasA","Fa","N","SBrkr",666,0,666,0,1,1,0,2,1,"Gd",4,"Typ",0,"Attchd",1942.34974640241,"Fin",0,0,"Fa","Gd","N",0,52,0,4,2007,"WD","Normal"
20,"RL",90.8888090201523,10750,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,5,1994,1995,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",634,"Gd","TA","PConc","Gd","TA","Av","BLQ",236,"GLQ",1526,262,2024,"GasA","Ex","Y","SBrkr",2063,0,2063,1,0,2,0,3,1,"Gd",7,"Typ",2,"Attchd",1994,"Fin",3,815,"TA","TA","Y",182,56,0,6,2009,"WD","Normal"
80,"RL",65,14149,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",5,8,1964,2001,"Hip","CompShg","HdBoard","HdBoard","BrkFace",50,"Gd","Gd","CBlock","TA","TA","Gd","LwQ",68,"BLQ",722,190,980,"GasA","TA","Y","SBrkr",1020,0,1020,0,1,2,0,3,1,"TA",5,"Typ",1,"Detchd",1970,"Unf",2,528,"TA","TA","Y",0,0,0,5,2007,"WD","Normal"
20,"RL",60,7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,8,1950,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",398,"BLQ",149,317,864,"GasA","Gd","Y","SBrkr",864,0,864,1,0,1,0,3,1,"Gd",5,"Typ",0,"Detchd",1980,"RFn",2,720,"TA","TA","Y",194,0,0,7,2007,"WD","Normal"
20,"RL",66,12778,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1952,2003,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",658,"Unf",0,350,1008,"GasA","Ex","Y","FuseA",1008,0,1008,1,0,1,0,2,1,"TA",4,"Typ",0,"Attchd",1952,"RFn",1,280,"TA","TA","Y",0,154,0,1,2006,"WD","Normal"
20,"RL",70,9100,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1212,1212,"GasA","Ex","Y","SBrkr",1212,0,1212,0,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2001,"RFn",2,573,"TA","TA","Y",356,0,0,6,2009,"WD","Normal"
30,"RL",51,5900,"Pave","IR1","Bnk","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",4,7,1923,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,440,440,"GasA","TA","Y","FuseA",869,0,869,0,0,1,0,2,1,"Fa",4,"Typ",0,"Attchd",1936.38883409172,"RFn",0,0,"Fa","Fa","Y",0,0,0,8,2006,"WD","Normal"
60,"RL",70.3098263709224,9375,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",149,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1284,1284,"GasA","Ex","Y","SBrkr",1284,885,2169,0,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",2002,"RFn",2,647,"TA","TA","Y",192,87,0,8,2007,"WD","Normal"
70,"RH",55,8525,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SWISU","Norm","Norm","1Fam","2Story",5,6,1911,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","Av","Unf",0,"Unf",0,940,940,"GasA","TA","N","FuseA",1024,940,1964,0,0,1,1,4,1,"TA",7,"Typ",0,"2Types",1978.48151501526,"Fin",0,0,"Ex","Fa","N",0,192,0,11,2008,"WD","Abnorml"
20,"RL",65,8125,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1994,1998,"Gable","CompShg","HdBoard","HdBoard","BrkFace",258,"TA","TA","PConc","Gd","TA","No","GLQ",1138,"Unf",0,270,1408,"GasA","Ex","Y","SBrkr",1679,0,1679,1,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",1994,"RFn",2,575,"TA","TA","Y",224,42,0,10,2008,"WD","Normal"
80,"RL",70,7910,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1960,1960,"Hip","CompShg","BrkFace","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",666,"Unf",0,409,1075,"GasA","Gd","Y","SBrkr",1507,0,1507,0,0,2,0,4,1,"TA",7,"Maj1",0,"Basment",1960,"Unf",1,404,"TA","TA","Y",0,0,0,8,2008,"WD","Normal"
120,"RL",28,7296,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2004,2005,"Gable","CompShg","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Ex","TA","Av","GLQ",1965,"Unf",0,243,2208,"GasA","Ex","Y","SBrkr",2522,0,2522,1,0,2,0,1,1,"Gd",8,"Typ",1,"Attchd",2004,"Fin",2,564,"TA","TA","Y",182,57,0,11,2009,"WD","Normal"
50,"RL",75,9525,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,5,1953,1953,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",468,"Unf",0,532,1000,"GasA","TA","Y","SBrkr",1068,541,1609,0,0,1,1,5,1,"TA",7,"Typ",0,"Attchd",1953,"Unf",1,305,"Fa","TA","Y",0,0,0,7,2006,"WD","Normal"
20,"RL",81,13870,"Pave","IR1","HLS","AllPub","Inside","Gtl","StoneBr","PosA","PosA","1Fam","1Story",10,5,2006,2007,"Hip","CompShg","CemntBd","CmentBd","BrkFace",250,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1152,"Unf",0,590,1742,"GasA","Ex","Y","SBrkr",2042,0,2042,1,0,2,0,3,1,"Ex",8,"Typ",1,"Attchd",2007,"Fin",3,724,"TA","TA","Y",240,52,0,10,2007,"New","Partial"
50,"RM",60,10440,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"Gd","Gd","BrkTil","Gd","TA","No","LwQ",493,"Unf",0,1017,1510,"GasW","Ex","Y","SBrkr",1584,1208,2792,0,0,2,0,5,1,"TA",8,"Mod",2,"Detchd",1920,"Unf",2,520,"Fa","TA","Y",0,547,0,6,2008,"WD","Normal"
80,"RL",64,7848,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,6,1999,1999,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,384,384,"GasA","Ex","Y","SBrkr",774,656,1430,0,0,2,1,3,1,"TA",7,"Typ",1,"BuiltIn",1999,"Fin",2,410,"TA","TA","Y",0,0,0,6,2009,"WD","Normal"
160,"RL",24,2289,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","Twnhs","2Story",6,6,1978,1978,"Gable","CompShg","Plywood","Brk Cmn","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",311,"Unf",0,544,855,"GasA","TA","Y","SBrkr",855,586,1441,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",1978,"Unf",2,440,"TA","TA","Y",28,0,0,4,2009,"WD","Normal"
20,"RL",110,14442,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,7,1957,2004,"Hip","CompShg","CemntBd","CmentBd","BrkFace",106,"TA","TA","PConc","TA","TA","No","GLQ",1186,"Unf",0,291,1477,"GasA","Ex","Y","SBrkr",1839,0,1839,1,0,2,0,3,1,"Gd",7,"Typ",2,"Attchd",1957,"Fin",2,416,"TA","TA","Y",0,87,0,6,2007,"WD","Normal"
80,"RL",62,7692,"Pave","Reg","Bnk","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","SLvl",4,6,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Ex","TA","Av","Unf",0,"Unf",0,416,416,"GasA","Gd","Y","FuseA",1204,0,1204,0,0,1,0,3,1,"TA",6,"Typ",0,"Basment",1954,"Unf",1,312,"TA","TA","Y",0,0,0,11,2008,"WD","Abnorml"
70,"RM",57,9906,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",4,4,1925,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,686,686,"GasA","Fa","N","SBrkr",810,518,1328,0,0,1,0,3,1,"TA",8,"Typ",0,"Detchd",1940,"Unf",1,210,"TA","TA","Y",0,172,60,9,2006,"WD","Family"
190,"RL",60,9873,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","2fmCon","1Story",4,5,1970,1970,"Gable","CompShg","HdBoard","HdBoard","BrkFace",160,"TA","TA","CBlock","TA","TA","Av","ALQ",789,"Unf",0,171,960,"GasW","TA","N","SBrkr",960,0,960,1,0,1,0,3,1,"TA",6,"Typ",0,"Detchd",1970,"Unf",2,576,"TA","TA","Y",0,288,0,5,2006,"WD","Normal"
20,"RL",76.4919366374004,8499,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,6,1961,1961,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",660,"Unf",0,204,864,"GasA","Ex","Y","SBrkr",864,0,864,1,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1982,"Unf",2,732,"TA","TA","Y",0,312,0,6,2009,"WD","Normal"
120,"RL",63,8849,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",616,"Ex","TA","PConc","Ex","TA","No","GLQ",28,"Unf",0,1656,1684,"GasA","Ex","Y","SBrkr",1684,0,1684,0,0,2,0,2,1,"Ex",6,"Typ",1,"Attchd",2005,"RFn",2,564,"TA","TA","Y",495,72,0,7,2008,"WD","Normal"
20,"RL",78,10206,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",468,"TA","TA","PConc","Gd","TA","No","GLQ",33,"Unf",0,1530,1563,"GasA","Ex","Y","SBrkr",1563,0,1563,0,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",2007,"RFn",3,758,"TA","TA","Y",144,99,0,10,2008,"WD","Normal"
60,"RL",77.64079329973,10382,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","PosN","Norm","1Fam","2Story",7,6,1973,1973,"Gable","CompShg","HdBoard","HdBoard","Stone",240,"TA","TA","CBlock","Gd","TA","Mn","ALQ",859,"BLQ",32,216,1107,"GasA","Ex","Y","SBrkr",1107,983,2090,1,0,2,1,3,1,"TA",7,"Typ",2,"Attchd",1973,"RFn",2,484,"TA","TA","Y",235,204,228,11,2009,"WD","Normal"
60,"RL",105,15578,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,728,728,"GasA","Gd","Y","SBrkr",728,728,1456,0,0,2,1,3,1,"TA",8,"Typ",0,"Attchd",2006,"RFn",2,429,"TA","TA","Y",0,0,0,5,2006,"New","Partial"
60,"RL",101,14215,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",380,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1158,1158,"GasA","Ex","Y","SBrkr",1158,1218,2376,0,0,3,1,4,1,"Gd",9,"Typ",1,"BuiltIn",2005,"RFn",3,853,"TA","TA","Y",240,154,0,11,2006,"New","Partial"
190,"RL",79,6221,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","2fmCon","1.5Fin",5,5,1941,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","Fa","No","LwQ",533,"Unf",0,195,728,"GasA","Ex","Y","SBrkr",760,595,1355,0,0,2,0,3,1,"TA",5,"Typ",0,"Detchd",1966,"Unf",2,528,"TA","TA","Y",0,0,0,10,2007,"WD","Normal"
60,"RL",96.2450669471793,10832,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1994,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,712,712,"GasA","Ex","Y","SBrkr",1086,809,1895,0,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",1994,"Fin",2,409,"TA","TA","Y",143,46,0,10,2008,"WD","Normal"
160,"RM",21,1680,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",504,"TA","TA","CBlock","TA","TA","No","Rec",156,"Unf",0,327,483,"GasA","TA","Y","SBrkr",483,504,987,0,0,1,1,2,1,"TA",5,"Typ",0,"Detchd",1971,"Unf",1,264,"TA","TA","Y",275,0,0,2,2010,"COD","Normal"
60,"RL",69.7417258867594,13006,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1997,1997,"Gable","CompShg","HdBoard","HdBoard","BrkFace",285,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,964,964,"GasA","Gd","Y","SBrkr",993,1243,2236,0,0,2,1,4,1,"Gd",8,"Typ",1,"BuiltIn",1997,"Fin",2,642,"TA","TA","Y",0,0,0,11,2006,"WD","Normal"
20,"RL",68.0837200738126,8685,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",846,"Unf",0,579,1425,"GasA","Ex","Y","SBrkr",1425,0,1425,1,0,2,0,3,1,"TA",5,"Typ",0,"Attchd",1998,"RFn",2,591,"TA","TA","Y",0,130,0,5,2006,"WD","Normal"
60,"RL",50,13128,"Pave","IR1","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",216,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1074,1074,"GasA","Ex","Y","SBrkr",1074,990,2064,0,0,2,1,4,1,"Gd",7,"Typ",1,"Attchd",2005,"Fin",2,527,"TA","TA","Y",0,119,0,1,2006,"WD","Normal"
20,"RL",71,9230,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,8,1965,1998,"Hip","CompShg","MetalSd","MetalSd","BrkFace",166,"TA","TA","CBlock","TA","TA","Mn","GLQ",661,"Unf",0,203,864,"GasA","Gd","Y","SBrkr",1200,0,1200,1,0,1,1,1,1,"Gd",6,"Typ",0,"Detchd",1977,"Unf",2,884,"TA","TA","Y",0,64,0,10,2006,"WD","Normal"
20,"RL",70,9100,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1212,1212,"GasA","Ex","Y","SBrkr",1212,0,1212,0,0,2,0,3,1,"Gd",6,"Typ",0,"Attchd",2001,"RFn",2,573,"TA","TA","Y",356,0,0,6,2009,"WD","Normal"
30,"RL",60,5400,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,7,1940,2005,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","TA","TA","No","Unf",0,"Unf",0,672,672,"GasA","Gd","Y","SBrkr",672,0,672,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1997,"Unf",1,308,"TA","TA","N",88,108,0,7,2008,"WD","Normal"
20,"RL",70,10500,"Pave","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",432,"Unf",0,432,864,"GasA","TA","Y","SBrkr",864,0,864,0,0,1,0,3,1,"TA",5,"Typ",1,"2Types",1966.96491779826,"Unf",0,0,"Ex","Ex","Y",0,0,0,4,2010,"ConLI","Normal"
20,"RL",122,11923,"Pave","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",9,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1800,1800,"GasA","Ex","Y","SBrkr",1800,0,1800,0,0,2,0,2,1,"Ex",7,"Typ",0,"Attchd",2007,"Fin",2,702,"TA","TA","Y",288,136,0,5,2009,"WD","Normal"
30,"RL",80,11600,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",4,5,1922,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,700,700,"GasA","Ex","Y","SBrkr",1180,0,1180,0,0,1,0,2,1,"Fa",5,"Typ",1,"Detchd",1922,"Unf",1,252,"TA","Fa","Y",0,0,67,7,2006,"WD","Normal"
20,"RL",73,9300,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","HdBoard","BrkFace",324,"TA","TA","CBlock","TA","TA","No","Rec",697,"Unf",0,571,1268,"GasA","TA","Y","SBrkr",1264,0,1264,1,0,1,0,3,1,"TA",6,"Typ",2,"Attchd",1960,"Unf",2,461,"TA","TA","Y",0,0,0,4,2010,"WD","Normal"
50,"RL",75,9525,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,5,1953,1953,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",468,"Unf",0,532,1000,"GasA","TA","Y","SBrkr",1068,541,1609,0,0,1,1,5,1,"TA",7,"Typ",0,"Attchd",1953,"Unf",1,305,"Fa","TA","Y",0,0,0,7,2006,"WD","Normal"
70,"RM",58,6451,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,7,1900,1970,"Gable","CompShg","AsbShng","Wd Sdng","None",0,"TA","TA","Stone","TA","TA","No","Rec",208,"Unf",0,504,712,"GasA","Gd","Y","SBrkr",848,580,1428,1,0,1,0,4,1,"TA",7,"Typ",0,"Detchd",1985,"Fin",2,576,"TA","TA","Y",264,0,84,5,2006,"WD","Normal"
50,"RM",60,7200,"Pave","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",5,6,1938,1995,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,803,803,"GasA","Ex","Y","SBrkr",803,557,1360,0,0,1,1,2,1,"Gd",6,"Typ",0,"Detchd",1951,"Unf",1,297,"TA","TA","Y",0,65,190,7,2006,"WD","Normal"
60,"RL",77,11198,"Pave","IR1","Lvl","AllPub","Inside","Gtl","StoneBr","Norm","Norm","1Fam","2Story",9,5,2005,2007,"Hip","CompShg","VinylSd","VinylSd","BrkFace",245,"Gd","TA","PConc","Gd","Gd","No","Unf",0,"Unf",0,1122,1122,"GasA","Ex","Y","SBrkr",1134,1370,2504,0,0,2,1,4,1,"Ex",11,"Typ",1,"BuiltIn",2005,"Fin",3,656,"TA","TA","Y",144,39,0,6,2008,"WD","Normal"
60,"RL",91,10984,"Pave","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,"Unf",0,945,945,"GasA","Ex","Y","SBrkr",945,864,1809,0,0,2,1,3,1,"Gd",8,"Typ",0,"Attchd",2005,"RFn",2,638,"TA","TA","Y",144,54,0,5,2006,"New","Partial"
60,"RL",78,12011,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",530,"Gd","TA","PConc","Gd","TA","Av","GLQ",956,"Unf",0,130,1086,"GasA","Ex","Y","SBrkr",1086,838,1924,1,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",1998,"RFn",2,592,"TA","TA","Y",208,75,0,6,2006,"WD","Normal"
20,"RL",105,15431,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",200,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1767,"ALQ",539,788,3094,"GasA","Ex","Y","SBrkr",2402,0,2402,1,0,2,0,2,1,"Ex",10,"Typ",2,"Attchd",2008,"Fin",3,672,"TA","TA","Y",0,72,0,4,2009,"WD","Normal"
20,"RL",100,21750,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",5,4,1960,2006,"Hip","CompShg","HdBoard","HdBoard","BrkFace",75,"TA","Fa","Slab","Fa","Fa","Gd","LwQ",0,"BLQ",0,0,0,"GasA","TA","Y","SBrkr",1771,0,1771,0,0,1,0,3,1,"TA",9,"Min1",1,"Attchd",1960,"Unf",2,336,"TA","TA","Y",0,0,0,11,2009,"WD","Normal"
20,"RL",74.6802192378531,8510,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1971,1971,"Gable","CompShg","Plywood","Plywood","BrkFace",178,"TA","TA","CBlock","Gd","TA","No","ALQ",500,"Unf",0,543,1043,"GasA","Ex","Y","SBrkr",1050,0,1050,1,0,1,1,3,1,"TA",6,"Typ",0,"Attchd",1971,"Unf",1,336,"TA","TA","Y",0,0,0,7,2009,"WD","Normal"
50,"RL",59,16466,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","SBrkr",872,521,1393,0,0,1,1,3,1,"TA",8,"Typ",0,"Attchd",1955,"Unf",1,300,"TA","TA","Y",121,0,0,4,2008,"WD","Normal"
60,"RL",90,11700,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","HdBoard","HdBoard","BrkFace",420,"TA","TA","CBlock","TA","TA","No","ALQ",404,"Unf",0,304,708,"GasA","Gd","Y","SBrkr",708,708,1416,0,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",1968,"RFn",2,776,"TA","TA","Y",0,169,0,5,2006,"WD","Normal"
