"MSZoning","LotFrontage","Utilities","MasVnrType","MasVnrArea","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Electrical","BsmtFullBath","BsmtHalfBath","KitchenQual","Functional","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","MSSubClass","LotArea","Street","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","Foundation","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","YrSold","SaleType","SaleCondition"
"RL",72,"AllPub","None",0,"Gd","TA","Mn","GLQ",397,"Unf",0,33,430,"SBrkr",1,0,"Gd","Typ","Basment",1980,"Fin",1,450,"Gd","TA",150,1700,"Pave","Reg","HLS","Inside","Gtl","ClearCr","Norm","Norm","Twnhs","1.5Fin",7,5,1980,1981,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","TA","Y",880,680,1700,2,1,2,1,7,0,"Y",188,36,0,4,2006,"WD","Normal"
"RL",39,"AllPub","BrkFace",360,"Gd","TA","No","GLQ",608,"LwQ",321,0,929,"SBrkr",1,0,"Gd","Typ","Attchd",1988,"RFn",2,619,"TA","TA",60,8883,"Pave","IR1","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard","Gd","TA","PConc","GasA","Ex","Y",946,927,1873,2,1,3,1,7,1,"Y",108,48,0,5,2007,"WD","Normal"
"RL",57,"AllPub","None",0,"Gd","TA","Gd","GLQ",604,"Unf",0,125,729,"SBrkr",0,1,"TA","Typ","Attchd",1996,"Unf",2,406,"TA","TA",60,21872,"Pave","IR2","HLS","FR2","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","HdBoard","HdBoard","TA","TA","PConc","GasA","Ex","Y",729,717,1446,2,1,3,1,6,1,"Y",264,22,0,8,2008,"WD","Normal"
"RL",60,"AllPub","BrkFace",196,"TA","TA","No","BLQ",695,"Unf",0,519,1214,"SBrkr",0,0,"TA","Typ","Attchd",1967,"RFn",1,318,"TA","TA",20,10355,"Pave","IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","TA","Y",1214,0,1214,2,0,3,1,5,1,"Y",0,111,0,7,2007,"WD","Normal"
"RL",80,"AllPub","Stone",210,"TA","TA","Av","ALQ",867,"Unf",0,77,944,"SBrkr",1,0,"Ex","Typ","Attchd",1961,"RFn",2,588,"TA","TA",85,12122,"Pave","IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","SFoyer",7,9,1961,2007,"Gable","CompShg","CemntBd","CmentBd","Ex","TA","CBlock","GasA","Gd","Y",999,0,999,1,0,3,1,6,0,"Y",144,76,0,7,2008,"WD","Normal"
"RL",168,"AllPub","None",0,"Ex","Gd","No","Unf",0,"Unf",0,868,868,"SBrkr",0,0,"Gd","Typ","BuiltIn",2006,"RFn",2,422,"TA","TA",60,23257,"Pave","IR3","HLS","CulDSac","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",887,1134,2021,2,1,3,1,9,1,"Y",0,100,0,9,2006,"New","Partial"
"FV",24,"AllPub","BrkFace",216,"Gd","TA","No","GLQ",378,"Unf",0,378,756,"SBrkr",0,0,"Gd","Typ","Detchd",2000,"Unf",2,440,"TA","TA",160,2117,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",6,5,2000,2000,"Gable","CompShg","MetalSd","MetalSd","Gd","TA","PConc","GasA","Ex","Y",769,804,1573,2,1,3,1,5,0,"Y",0,32,0,6,2010,"WD","Normal"
"RL",43,"AllPub","BrkFace",14,"Gd","TA","Av","GLQ",453,"Unf",0,767,1220,"SBrkr",1,0,"Gd","Typ","Attchd",2006,"Fin",2,437,"TA","TA",120,3087,"Pave","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1364,0,1364,2,0,2,1,6,1,"Y",100,16,0,11,2006,"New","Partial"
"RL",75,"AllPub","BrkFace",336,"Ex","TA","No","GLQ",482,"Unf",0,971,1453,"SBrkr",0,0,"Gd","Typ","Attchd",1990,"RFn",2,750,"Gd","Gd",60,9572,"Pave","IR1","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1990,1990,"Gable","CompShg","Wd Sdng","Wd Sdng","Gd","TA","PConc","GasA","Ex","Y",1453,1357,2810,2,1,4,1,9,1,"Y",500,0,0,6,2007,"WD","Normal"
"RL",80,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,1218,1218,"SBrkr",0,0,"Gd","Typ","Detchd",2007,"RFn",2,576,"TA","TA",20,9605,"Pave","Reg","Lvl","Corner","Gtl","SawyerW","Norm","Norm","1Fam","1Story",7,6,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1218,0,1218,1,1,3,1,6,0,"Y",0,178,0,4,2009,"WD","Normal"
"RL",83,"AllPub","BrkFace",397,"Gd","TA","No","ALQ",527,"Unf",0,815,1342,"SBrkr",0,0,"Gd","Typ","Attchd",1995,"RFn",3,725,"TA","TA",60,10019,"Pave","IR1","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1995,1995,"Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1358,1368,2726,2,1,4,1,9,1,"Y",307,169,168,6,2006,"WD","Normal"
"RL",51,"AllPub","None",0,"Fa","Fa","No","LwQ",384,"Unf",0,440,824,"SBrkr",0,0,"TA","Typ","Detchd",1941,"Unf",1,240,"TA","TA",50,6191,"Pave","Reg","Lvl","Corner","Gtl","SWISU","Norm","Norm","1Fam","1.5Fin",5,4,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","TA","N",824,464,1288,1,0,4,1,6,0,"Y",0,0,0,11,2006,"WD","Normal"
"RM",51,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,952,952,"FuseF",0,0,"TA","Min1","Detchd",1931,"Unf",2,468,"Fa","TA",50,6120,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",7,5,1931,1950,"Gable","CompShg","BrkFace","Wd Shng","TA","TA","BrkTil","GasA","Gd","Y",1022,752,1774,2,0,2,2,8,2,"Y",90,0,205,4,2008,"WD","Abnorml"
"RM",21,"AllPub","None",0,"TA","TA","No","GLQ",176,"Unf",0,370,546,"SBrkr",0,0,"TA","Typ","Attchd",2003,"Unf",0,0,"TA","TA",160,1476,"Pave","Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","2Story",4,7,1970,1970,"Gable","CompShg","CemntBd","CmentBd","TA","TA","CBlock","GasA","Ex","Y",546,546,1092,1,1,3,1,5,0,"Y",200,26,0,3,2010,"WD","Normal"
"RL",130,"AllPub","BrkFace",1110,"Ex","TA","Mn","GLQ",1075,"Unf",0,404,1479,"SBrkr",1,0,"Gd","Typ","Attchd",2001,"Fin",3,746,"TA","TA",60,16900,"Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1515,1134,2649,2,1,4,1,10,1,"Y",0,60,0,1,2008,"WD","Normal"
"RL",57,"AllPub","None",0,"Gd","TA","Av","Unf",0,"Unf",0,916,916,"SBrkr",0,0,"TA","Typ","Attchd",1997,"Fin",2,460,"TA","TA",60,8773,"Pave","IR1","HLS","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","GasA","Gd","Y",916,684,1600,2,1,3,1,7,1,"Y",100,38,0,8,2007,"WD","Normal"
"RM",36,"AllPub","BrkFace",170,"Gd","TA","Av","GLQ",685,"Unf",0,163,848,"SBrkr",1,0,"Gd","Typ","Attchd",2003,"Fin",2,420,"TA","TA",120,4435,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",848,0,848,1,0,1,1,4,0,"Y",140,0,0,6,2009,"WD","Normal"
"RL",66,"AllPub","None",0,"Gd","TA","Mn","Unf",0,"Unf",0,1163,1163,"SBrkr",0,0,"TA","Typ","Detchd",1955,"Fin",2,396,"TA","TA",50,21780,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,7,1918,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","BrkTil","GasA","Ex","Y",1163,511,1674,2,0,4,1,8,1,"N",72,36,0,7,2008,"WD","Normal"
"RL",85,"AllPub","None",0,"TA","Fa","No","Unf",0,"Unf",0,715,715,"SBrkr",0,0,"TA","Typ","Attchd",1920,"Unf",1,368,"TA","TA",50,12513,"Pave","IR1","Lvl","FR2","Gtl","NAmes","Feedr","Norm","1Fam","1.5Fin",4,4,1920,2007,"Gable","CompShg","VinylSd","VinylSd","TA","Gd","BrkTil","GasA","Gd","Y",1281,457,1738,2,0,4,1,7,1,"Y",55,0,0,6,2009,"WD","Normal"
"RL",60,"AllPub","None",0,"TA","TA","No","ALQ",671,"Unf",0,193,864,"SBrkr",1,0,"Ex","Typ","Detchd",1977,"Fin",2,576,"Gd","Ex",20,7200,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1972,2000,"Gable","CompShg","VinylSd","VinylSd","TA","TA","CBlock","GasA","Gd","Y",864,0,864,1,0,3,1,5,0,"Y",155,0,0,9,2007,"WD","Normal"
"RL",80,"AllPub","None",0,"Fa","TA","No","Unf",0,"Unf",0,700,700,"SBrkr",0,0,"Fa","Typ","Detchd",1922,"Unf",1,252,"TA","Fa",30,11600,"Pave","Reg","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",4,5,1922,1950,"Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","GasA","Ex","Y",1180,0,1180,1,0,2,1,5,1,"Y",0,0,67,7,2006,"WD","Normal"
"RM",63,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,801,801,"FuseA",0,0,"TA","Mod","Detchd",1958,"Unf",2,440,"TA","TA",50,7628,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,6,1940,1985,"Gable","CompShg","MetalSd","MetalSd","TA","Gd","BrkTil","GasA","Gd","Y",1095,561,1656,2,0,2,1,8,0,"Y",187,0,0,5,2008,"WD","Normal"
"RL",60,"AllPub","None",0,"TA","TA","No","BLQ",0,"Unf",0,0,0,"SBrkr",0,0,"Gd","Typ","Detchd",1946,"Unf",1,308,"TA","TA",20,11100,"Pave","Reg","Low","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,7,1946,2006,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","Ex","Y",930,0,930,1,0,2,1,6,0,"Y",0,0,0,4,2010,"WD","Abnorml"
"RL",56,"AllPub","None",0,"TA","TA","Av","ALQ",784,"Unf",0,0,784,"FuseP",1,0,"TA","Typ","Detchd",1920,"Unf",0,0,"TA","TA",190,6931,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","2fmCon","1Story",4,5,1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","TA","N",784,0,784,1,0,2,1,4,0,"Y",112,0,0,5,2008,"WD","Normal"
"RM",50,"AllPub","None",0,"TA","TA","No","ALQ",299,"Unf",0,611,910,"SBrkr",1,0,"Ex","Min2","Attchd",1915,"Unf",1,164,"Fa","Fa",70,2500,"Pave","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1915,2005,"Gable","CompShg","Stucco","Stucco","Gd","TA","PConc","GasA","Ex","Y",916,910,1826,1,1,4,1,7,1,"Y",0,0,0,6,2009,"WD","Normal"
"RL",65,"AllPub","None",0,"TA","TA","No","ALQ",457,"Rec",374,193,1024,"SBrkr",1,0,"TA","Min1","Detchd",1970,"Unf",1,484,"TA","TA",20,9503,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1958,1983,"Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",1344,0,1344,1,0,2,1,6,1,"Y",316,28,0,6,2007,"WD","Normal"
"RL",107,"AllPub","None",0,"Fa","TA","Mn","BLQ",440,"Unf",0,538,978,"SBrkr",1,0,"TA","Typ","CarPort",1920,"Unf",2,420,"Fa","Fa",190,10615,"Pave","IR1","Bnk","Corner","Mod","OldTown","Artery","Artery","2fmCon","2Story",3,5,1900,1970,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",1014,685,1699,2,0,3,2,7,0,"Y",0,74,0,8,2009,"WD","Abnorml"
"RL",85,"AllPub","Stone",119,"Gd","TA","No","ALQ",790,"Rec",163,589,1542,"SBrkr",1,0,"TA","Min1","Attchd",1978,"Unf",2,500,"TA","TA",20,13175,"Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1978,1988,"Gable","CompShg","Plywood","Plywood","TA","TA","CBlock","GasA","TA","Y",2073,0,2073,2,0,3,1,7,2,"Y",349,0,0,2,2010,"WD","Normal"
"FV",34,"AllPub","BrkFace",1129,"Gd","TA","No","GLQ",419,"Unf",0,310,729,"SBrkr",0,0,"TA","Typ","Detchd",1999,"Unf",2,440,"TA","TA",160,3230,"Pave","Reg","Lvl","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","CompShg","MetalSd","MetalSd","TA","TA","PConc","GasA","Gd","Y",729,729,1458,2,1,2,1,5,1,"Y",0,32,0,6,2007,"WD","Normal"
"RM",60,"AllPub","None",0,"Fa","TA","No","Unf",0,"Unf",0,596,596,"SBrkr",1,0,"Gd","Typ","Detchd",1989,"Unf",2,576,"TA","TA",70,7200,"Pave","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,7,1920,1950,"Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","BrkTil","GasA","Ex","Y",998,764,1762,1,1,4,1,8,0,"N",36,0,221,10,2006,"WD","Normal"
"RL",70,"AllPub","None",0,"Gd","TA","Gd","ALQ",1390,"Unf",0,0,1390,"SBrkr",1,0,"TA","Min2","Basment",1975,"Fin",2,611,"TA","TA",85,16647,"Pave","IR1","Lvl","CulDSac","Gtl","Sawyer","RRAe","Norm","1Fam","SFoyer",5,5,1975,1981,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",1701,0,1701,2,0,3,1,6,2,"Y",0,0,0,1,2007,"WD","Normal"
"RL",80,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,1228,1228,"SBrkr",0,0,"Gd","Typ","Attchd",1966,"Unf",1,271,"TA","TA",20,8544,"Pave","IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1966,2006,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","Gd","Y",1228,0,1228,1,1,3,1,6,0,"Y",0,65,0,6,2008,"WD","Normal"
"RL",80,"AllPub","BrkFace",174,"TA","Gd","No","BLQ",751,"Unf",0,392,1143,"SBrkr",1,0,"TA","Typ","Attchd",1987,"RFn",1,504,"TA","Gd",20,7917,"Pave","IR1","Lvl","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,7,1976,1976,"Hip","CompShg","HdBoard","HdBoard","TA","Gd","CBlock","GasA","TA","Y",1113,0,1113,1,1,3,1,6,1,"Y",370,30,0,5,2007,"WD","Normal"
"RL",90,"AllPub","None",0,"Gd","TA","Av","ALQ",1165,"LwQ",400,0,1565,"SBrkr",1,0,"Gd","Typ","Attchd",1976,"Fin",2,665,"TA","TA",20,15498,"Pave","IR1","Lvl","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story",8,6,1976,1976,"Hip","WdShake","Stone","HdBoard","Gd","TA","CBlock","GasA","TA","Y",2898,0,2898,2,0,2,1,10,1,"Y",0,72,174,5,2008,"COD","Abnorml"
"RM",60,"AllPub","None",0,"TA","Fa","No","Unf",0,"Unf",0,880,880,"SBrkr",0,0,"TA","Typ","Detchd",1950,"Unf",2,400,"Fa","Fa",50,10320,"Pave","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",5,6,1915,1978,"Gable","CompShg","HdBoard","HdBoard","TA","Fa","BrkTil","GasA","Gd","Y",880,428,1308,2,0,2,1,6,0,"Y",0,0,117,4,2008,"WD","Normal"
"RL",62,"AllPub","None",0,"TA","TA","No","BLQ",648,"Unf",0,216,864,"SBrkr",0,1,"TA","Typ","Attchd",1967,"Fin",1,312,"TA","TA",20,7130,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Gable","CompShg","HdBoard","HdBoard","TA","TA","PConc","GasA","TA","Y",864,0,864,1,0,2,1,5,0,"Y",0,0,0,6,2009,"WD","Normal"
"RL",65,"AllPub","None",0,"TA","TA","No","GLQ",775,"Unf",0,89,864,"SBrkr",1,0,"TA","Typ","Detchd",1969,"Unf",1,280,"TA","TA",20,7832,"Pave","Reg","Lvl","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","Ex","Y",864,0,864,1,0,2,1,4,0,"Y",226,0,0,5,2010,"WD","Normal"
"RL",80,"AllPub","Stone",243,"TA","TA","No","Unf",0,"Unf",0,1252,1252,"SBrkr",0,0,"Gd","Typ","Detchd",1960,"Unf",2,528,"TA","TA",20,10721,"Pave","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1959,1959,"Hip","CompShg","HdBoard","HdBoard","Gd","TA","CBlock","GasA","Ex","Y",1252,0,1252,1,0,3,1,7,0,"Y",0,39,0,10,2008,"WD","Normal"
"RL",56,"AllPub","None",0,"TA","TA","Av","ALQ",784,"Unf",0,0,784,"FuseP",1,0,"TA","Typ","Attchd",1954,"Unf",0,0,"TA","TA",190,6931,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","2fmCon","1Story",4,5,1955,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","TA","N",784,0,784,1,0,2,1,4,0,"Y",112,0,0,5,2008,"WD","Normal"
"RL",66,"AllPub","None",0,"Gd","TA","No","GLQ",814,"Unf",0,300,1114,"SBrkr",1,0,"Gd","Typ","Detchd",2004,"Unf",2,576,"TA","TA",20,13695,"Pave","Reg","Lvl","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","GasA","Ex","Y",1114,0,1114,1,0,3,1,6,0,"Y",0,78,0,7,2008,"WD","Normal"
"C (all)",60,"AllPub","None",0,"TA","TA","No","Rec",495,"Unf",0,225,720,"FuseA",0,0,"TA","Typ","Attchd",1920,"Unf",0,0,"TA","TA",30,7879,"Pave","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","TA","N",720,0,720,1,0,2,1,4,0,"N",0,523,115,11,2009,"WD","Abnorml"
"RL",98,"AllPub","Stone",146,"Ex","TA","Mn","GLQ",986,"Unf",0,163,1149,"SBrkr",1,0,"Ex","Typ","BuiltIn",2005,"Fin",3,729,"TA","TA",60,12328,"Pave","IR1","Lvl","Inside","Gtl","StoneBr","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1164,1377,2541,3,1,4,1,10,1,"Y",120,32,0,7,2007,"WD","Normal"
"RM",21,"AllPub","BrkFace",265,"TA","TA","No","Unf",0,"Unf",0,672,672,"SBrkr",0,0,"Ex","Typ","Detchd",1973,"Unf",1,264,"TA","TA",160,2058,"Pave","Reg","Lvl","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1973,1973,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","Ex","Y",672,546,1218,1,1,4,1,7,0,"Y",0,28,0,12,2007,"WD","Normal"
"RL",63,"AllPub","None",0,"TA","TA","No","ALQ",336,"Unf",0,240,576,"SBrkr",1,0,"Gd","Min1","2Types",1973,"Unf",3,627,"TA","TA",50,8375,"Pave","Reg","Lvl","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1.5Fin",5,7,1941,1973,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","BrkTil","GasA","Gd","Y",864,486,1350,1,1,2,1,6,0,"N",0,0,0,6,2008,"WD","Normal"
"RL",80,"AllPub","None",0,"TA","TA","No","Rec",915,"Unf",0,135,1050,"SBrkr",1,0,"TA","Typ","Attchd",1961,"Unf",1,368,"TA","TA",20,10659,"Pave","IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1961,1961,"Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","TA","Y",1050,0,1050,1,0,3,1,6,0,"Y",0,319,0,1,2006,"COD","Normal"
"RL",64,"AllPub","None",0,"Gd","TA","No","GLQ",490,"Unf",0,280,770,"SBrkr",0,0,"Gd","Typ","Attchd",2004,"RFn",2,520,"TA","TA",60,8320,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",770,812,1582,2,1,3,1,6,0,"Y",0,45,0,9,2008,"WD","Normal"
"RL",78,"AllPub","BrkFace",194,"Gd","TA","No","GLQ",819,"Unf",0,329,1148,"SBrkr",1,0,"Gd","Typ","Attchd",1993,"Unf",2,473,"TA","TA",60,10530,"Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,6,1993,1993,"Gable","CompShg","MetalSd","MetalSd","Gd","TA","PConc","GasA","Ex","Y",1091,984,2075,2,1,3,1,8,1,"Y",235,86,0,8,2007,"WD","Normal"
"FV",65,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,858,858,"SBrkr",0,0,"Gd","Typ","Attchd",2005,"RFn",2,615,"TA","TA",60,8125,"Pave","Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",858,858,1716,2,1,3,1,7,0,"Y",0,53,0,2,2006,"WD","Normal"
"RL",60,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,0,0,"SBrkr",0,0,"TA","Typ","Detchd",1948,"Unf",1,390,"Fa","TA",20,10122,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,6,1948,1950,"Gable","CompShg","MetalSd","MetalSd","TA","TA","Slab","GasA","TA","N",869,0,869,1,0,1,1,3,0,"N",0,0,66,8,2008,"WD","Normal"
"RL",72,"AllPub","Stone",215,"Ex","Gd","No","GLQ",1369,"Unf",0,369,1738,"SBrkr",1,0,"Ex","Typ","Attchd",2006,"RFn",3,831,"TA","TA",60,16387,"Pave","IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Gd","Y",1738,851,2589,2,1,4,1,11,1,"Y",0,0,0,8,2006,"New","Partial"
"RL",98,"AllPub","Stone",146,"Ex","TA","Mn","GLQ",986,"Unf",0,163,1149,"SBrkr",1,0,"Ex","Typ","BuiltIn",2005,"Fin",3,729,"TA","TA",60,12328,"Pave","IR1","Lvl","Inside","Gtl","StoneBr","Norm","Norm","1Fam","2Story",8,5,2005,2005,"Hip","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1164,1377,2541,3,1,4,1,10,1,"Y",120,32,0,7,2007,"WD","Normal"
"RL",77,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,1092,1092,"SBrkr",0,0,"TA","Typ","Detchd",1993,"Unf",0,0,"TA","TA",20,9278,"Pave","Reg","Lvl","FR2","Gtl","Mitchel","Feedr","Artery","1Fam","1Story",5,5,2007,2008,"Gable","CompShg","VinylSd","VinylSd","TA","TA","PConc","GasA","Ex","Y",1092,0,1092,1,0,2,1,5,0,"Y",0,52,0,2,2008,"WD","Abnorml"
"RL",85,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,608,608,"SBrkr",0,0,"Gd","Typ","BuiltIn",2007,"Fin",2,440,"TA","TA",60,11069,"Pave","Reg","Lvl","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",608,788,1396,2,1,3,1,6,1,"Y",100,36,0,7,2009,"WD","Normal"
"RL",75,"AllPub","BrkFace",137,"Gd","TA","No","ALQ",513,"Unf",0,227,740,"SBrkr",1,0,"Gd","Typ","Attchd",1993,"Unf",2,425,"TA","TA",60,9317,"Pave","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","Gd","TA","PConc","GasA","Ex","Y",1006,769,1775,2,1,3,1,7,1,"Y",234,72,192,7,2009,"WD","Normal"
"RL",78,"AllPub","BrkFace",196,"TA","TA","No","ALQ",888,"Unf",0,228,1116,"SBrkr",1,0,"TA","Typ","Attchd",1974,"RFn",2,528,"TA","TA",20,10140,"Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1974,1974,"Hip","CompShg","Plywood","Plywood","TA","TA","CBlock","GasA","Ex","Y",1116,0,1116,2,0,3,1,6,1,"Y",0,0,0,4,2009,"WD","Normal"
"RL",71,"AllPub","BrkFace",647,"Gd","TA","Av","GLQ",544,"Unf",0,438,982,"SBrkr",0,0,"TA","Typ","Attchd",2000,"RFn",2,431,"TA","TA",60,8220,"Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2000,2001,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1008,884,1892,2,1,3,1,8,1,"Y",108,0,0,7,2008,"WD","Normal"
